date,smp_max,smp_min,smp_mean,supply
2020-02-07,197.74954211289074,84.03135352491253,122.44277803123184,84.37
2020-02-08,155.90357770452476,77.03081827906796,97.96567697923425,84.11
2020-02-09,156.551369911316,72.47941703398803,98.924014272425,82.41
2020-02-10,176.52182994840194,83.97557595441845,114.31202804716597,83.3
2020-02-11,197.8328965054123,84.43151731728233,119.25465017937681,75.87
2020-02-12,189.23585895879714,83.39873848612203,108.92686945652494,77.11
2020-02-13,195.8873241040912,82.75293567370225,113.47494708597435,74.24
2020-02-14,197.89563903781703,84.06871756360657,108.32345716245341,73.26
2020-02-15,155.71374904794342,81.7747659225632,95.56718763948223,67.03
2020-02-16,137.60601432997706,73.03519781672502,87.42143266563502,83.08
2020-02-17,121.13068613509952,82.85558713855123,98.24731630106093,91.7
2020-02-18,194.77160317881436,83.22239672292952,115.55102995359634,89.34
2020-02-19,193.6498597572042,86.77927059409618,122.48588905059744,84.65
2020-02-20,195.85149136023173,79.64764756802484,118.46612915927253,83.48
2020-02-21,190.1839432248883,80.03389097022249,123.42389728813146,76.18
2020-02-22,173.019947618102,76.87614331266913,103.72884871930003,78.85
2020-02-23,189.0287125981642,76.01144565755344,119.3200145962646,79.97
2020-02-24,161.69349347924978,82.64668289982102,96.30261249258305,74.34
2020-02-25,149.9048498436483,81.56393917911788,92.75094032726449,71.42
2020-02-26,153.33187844379373,84.19055278412561,103.96230344432229,77.24
2020-02-27,163.9024620417414,81.34119358903277,104.58480681764982,77.31
2020-02-28,195.38481289158463,85.36052198354632,121.34861999981194,81.35
2020-02-29,161.37962162728547,81.53284115966748,113.19211829528638,73.92
2020-03-01,143.14853117035815,83.1131922923412,93.86100183315305,73.4
2020-03-02,143.92859748712175,77.12950327131492,97.38789989111538,82.43
2020-03-03,155.4365470596823,86.84043650784685,106.45812969760509,75.89
2020-03-04,113.90877638218112,82.66995819074792,93.58580216337991,83.86
2020-03-05,164.9777786054662,83.24253344392358,109.39581520902712,84.14
2020-02-07,,,,
2020-02-08,,,,
2020-02-09,,,,
2020-02-10,,,,
2020-02-11,,,,
2020-02-12,,,,
2020-02-13,,,,
2020-02-14,,,,
2020-02-15,,,,
2020-02-16,,,,
2020-02-17,,,,
2020-02-18,,,,
2020-02-19,,,,
2020-02-20,,,,
2020-02-21,,,,
2020-02-22,,,,
2020-02-23,,,,
2020-02-24,,,,
2020-02-25,,,,
2020-02-26,,,,
2020-02-27,,,,
2020-02-28,,,,
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,,,,
2020-03-05,,,,
2020-02-07,,,,
2020-02-08,,,,
2020-02-09,,,,
2020-02-10,,,,
2020-02-11,,,,
2020-02-12,,,,
2020-02-13,,,,
2020-02-14,,,,
2020-02-15,,,,
2020-02-16,,,,
2020-02-17,,,,
2020-02-18,,,,
2020-02-19,,,,
2020-02-20,,,,
2020-02-21,,,,
2020-02-22,,,,
2020-02-23,,,,
2020-02-24,,,,
2020-02-25,,,,
2020-02-26,,,,
2020-02-27,,,,
2020-02-28,,,,
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,,,,
2020-03-05,,,,
2020-05-25,190.57610835339315,72.48242344467687,121.24763411657845,66.91663812611908
2020-05-26,194.17479678002496,74.21993448097318,121.00602448594164,66.76400050081416
2020-05-27,197.78086119487807,72.86199080987558,123.25715208536072,65.60674349672881
2020-05-28,196.1075903358829,73.49804844396023,130.6450585473433,67.14666803267403
2020-05-29,191.24910717140463,70.28951293884208,124.85263551290606,68.40472459527174
2020-05-30,187.148294849465,67.70446205780814,126.83865886791689,64.33821606811811
2020-05-31,186.079348494562,68.76401558514134,122.87195668962447,64.8811611582934
2020-06-01,180.95355149203925,71.42934237674596,144.70580228453895,67.06220565203662
2020-06-02,194.77462415719043,64.74673228532353,140.89367078465813,66.66392973332599
2020-06-03,184.23975449007457,62.75075665514462,144.94751290130165,66.77351579719257
2020-06-04,202.50666514875644,63.02029606179762,143.01735340703323,67.20387705984024
2020-06-05,204.65831877959613,65.79789844232499,146.48735918608304,68.07657811493492
2020-06-06,196.7152421852402,64.4861989243364,147.36240788417754,66.62348563957941
2020-06-07,192.85496952770322,66.31375613418432,146.22371132490167,64.88564747025399
2020-06-08,203.89182351797342,69.8393116163508,143.72924167580973,66.00437024220982
2020-06-09,203.66561414451547,64.80296765653685,147.28523025740546,66.52896306308894
2020-06-10,205.64729119563063,65.33427945757687,145.7098592152069,65.10778343885347
2020-06-11,207.23556008597816,66.26776724390133,145.5923613971172,67.59325895760222
2020-06-12,238.8434185076074,66.86541076061395,151.78257808391237,65.15637749096354
2020-06-13,219.30248352234912,71.49273715191968,150.24291946183604,62.911707260074294
2020-06-14,211.54015663289064,71.59290467463445,155.6509642739593,62.26047782800143
2020-06-15,224.11028140034006,74.77479150286925,164.4096243405755,68.77995578304619
2020-06-16,221.49272967274914,81.8640756129295,155.67803109397332,69.51086291424623
2020-06-17,220.33943667467216,69.55425075570489,156.92646510145482,68.78619875993519
2020-06-18,224.9336862817059,75.55155941162754,160.7598780056476,67.38135032570531
2020-06-19,208.33173596549585,70.85756497688831,159.94833597085517,66.43450963711915
2020-06-20,189.23299978720175,70.32754028844289,156.91851023153532,64.18167903075937
2020-06-21,187.55920592918787,69.19305133738371,145.68347938277634,65.02098585300683
