date,smp_max,smp_min,smp_mean,supply
2020-02-07,190.43133034313752,83.6878203397653,116.37620145048797,84.37
2020-02-08,163.39404476050282,81.65937533175973,111.44450135100112,84.11
2020-02-09,165.1915842848921,80.88388805730764,111.57302974759241,82.41
2020-02-10,178.05089670497154,84.20186769874347,113.58460822864774,83.3
2020-02-11,184.13625221318972,85.68031041246084,114.75132259215404,75.87
2020-02-12,176.39774872935655,86.39066554986582,107.93806720648463,77.11
2020-02-13,188.7421720708855,84.35820193429663,112.24729570537313,74.24
2020-02-14,192.6561118921016,86.54976917027679,113.60859333742732,73.26
2020-02-15,162.1419723431108,78.28588295660845,98.185665607076,67.03
2020-02-16,151.2832512626906,80.05104965970321,95.43298913611861,83.08
2020-02-17,154.60298447548396,85.16480331107337,107.05731720600542,91.7
2020-02-18,187.8367781977394,84.83066410129229,115.64081105759544,89.34
2020-02-19,190.17028041270464,84.58983091508603,118.5374865169402,84.65
2020-02-20,190.45619231165037,82.04322551876602,117.72126664733491,83.48
2020-02-21,186.06301103323722,81.96460337743235,118.89517034218679,76.18
2020-02-22,173.8518661312362,79.70582196874483,110.57683821750251,78.85
2020-02-23,180.1643896505478,79.47907814890318,119.43446959245844,79.97
2020-02-24,168.35742258069007,85.17998087049207,108.36670431452497,74.34
2020-02-25,154.8742407971149,80.5129056559646,100.51578068279218,71.42
2020-02-26,160.54503049260484,84.43670379584616,109.29216154877051,77.24
2020-02-27,168.8115220935912,82.59688758077547,110.36130265280799,77.31
2020-02-28,178.94189187334376,84.02323772122098,117.16543879826266,81.35
2020-02-29,162.77289325480496,84.18407805966051,109.96343417120889,73.92
2020-03-01,150.70229476980103,82.28904917242043,96.85643870609032,73.4
2020-03-02,157.19993650143087,81.53662936803924,104.53464625811603,82.43
2020-03-03,161.8097223752116,85.27101670144275,109.32643717179738,75.89
2020-03-04,153.45730717232522,84.3304925065037,104.60278474854415,83.86
2020-03-05,177.10537815641277,83.98180592825841,114.90436311038744,84.14
2020-05-25,189.6426029962911,72.29575726964579,124.4930391522995,66.91663812611908
2020-05-26,190.7638095429862,72.60201333926088,126.21519590087257,66.76400050081416
2020-05-27,193.5184059274587,71.04851398699864,124.97082539514288,65.60674349672881
2020-05-28,193.37815722454758,70.83014457851613,129.6244593428085,67.14666803267403
2020-05-29,187.52022221421592,70.53233766404233,124.75427549744825,68.40472459527174
2020-05-30,185.85661216333799,70.39615733225382,127.08047489831185,64.33821606811811
2020-05-31,180.80766492399462,70.81103986193826,123.3827159750588,64.8811611582934
2020-06-01,190.2159561763917,66.46670641919357,145.1390856542327,67.06220565203662
2020-06-02,194.45917864878768,65.83705160699432,144.82946887361305,66.66392973332599
2020-06-03,193.78651987165878,63.884961280920585,145.33669909859373,66.77351579719257
2020-06-04,201.5295936521614,64.48665842505088,143.80577243737275,67.20387705984024
2020-06-05,202.79906442069105,65.04067743905031,145.45328037240898,68.07657811493492
2020-06-06,193.88221508036355,64.15211293489247,144.5866555187133,66.62348563957941
2020-06-07,191.8523596638556,64.1382361953184,144.2661975705518,64.88564747025399
2020-06-08,203.5880730645238,66.86938025994117,146.87297055620755,66.00437024220982
2020-06-09,204.03843682868327,66.72517452607772,147.86256713225717,66.52896306308894
2020-06-10,199.51754378915888,64.72123269060522,148.9543609383024,65.10778343885347
2020-06-11,201.55252379421842,66.02712327377564,148.60106602777176,67.59325895760222
2020-06-12,205.17412891108242,66.8791026168698,153.70156765173684,65.15637749096354
2020-06-13,202.06385894047747,69.08444362571183,150.69415812214976,62.911707260074294
2020-06-14,195.98545068565605,69.5914545531172,153.6098848020727,62.26047782800143
2020-06-15,201.2496493541209,72.38173769326515,159.3565149590949,68.77995578304619
2020-06-16,202.79775606505,72.5529875151108,156.11824585729298,69.51086291424623
2020-06-17,201.75544938107748,70.34550510667151,157.18038055916904,68.78619875993519
2020-06-18,202.7660393781296,70.34888775319435,160.08111272562218,67.38135032570531
2020-06-19,201.93468058320533,69.76215900631222,158.5404937357473,66.43450963711915
2020-06-20,194.49877878117746,69.96031645422744,155.95895821971652,64.18167903075937
2020-06-21,193.5450073919691,70.03397059098916,148.34082226304463,65.02098585300683
